2024,99999,CT,9150.0,9150708100.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,File closed for incompleteness,32,25000.0,,,,3,,,,,,240,,,2,2,2,2,,1,1,3,5,1,,96.0,,1111,1111,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,9999,Yes,,1,1
2024,99999,MA,25023.0,2502300700.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,Loan originated,20,190000.0,85.0,6.25,1.50,1,2400.0,450.0,100.0,0.8,1300.0,300,0,0,0,0,0,1,1,580000.0,Frame,Investment,Not Applicable,Not Applicable,1,0,110000.0,45.0,2,1,2,2,2,1,2,1,2,1,35,27,1,1,1,1,Yes,Yes,9,1
2024,99999,CA,06075.0,0607502000.0,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic,Female,File closed for incompleteness,15,245000.0,80.0,7.50,0.75,1,2600.0,550.0,150.0,1.0,1800.0,240,1,0,1,0,0,0,1,780000.0,Bulk,Investment,Not Applicable,Not Applicable,2,0,125000.0,53.0,2,1,2,2,2,1,2,1,2,1,50,42,0,0,1,1,Yes,No,3,1
2024,99999,VA,51007.0,5100700000.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,10,130000.0,72.0,5.50,0.50,0,1600.0,320.0,80.0,0.0,950.0,240,0,0,0,0,0,0,0,1100000.0,Stick,Owner-Occupied,Not Applicable,Not Applicable,1,0,90000.0,46.0,1,1,1,1,1,1,1,1,1,1,68,65,0,0,1,1,No,Yes,4,1
2024,99999,NJ,34011.0,3401101500.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Other,Female,Loan approved but not accepted,20,425000.0,90.0,6.75,1.75,1,3800.0,700.0,180.0,1.5,2700.0,330,0,0,0,0,0,1,0,1400000.0,Bulk,Owner-Occupied,Not Applicable,Not Applicable,2,1,140000.0,60.0,2,2,2,2,2,2,2,2,2,2,52,50,1,1,0,1,No,Yes,2,1
2024,99999,MD,24003.0,2400300500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black,Female,Loans sold,10,240000.0,88.0,5.00,0.25,0,2200.0,380.0,85.0,0.5,1500.0,300,0,0,0,0,0,1,0,800000.0,Stick,Investment,Not Applicable,Not Applicable,1,0,120000.0,48.0,1,2,1,1,1,2,1,2,1,2,61,60,0,0,1,1,Yes,No,3,1
2024,99999,PA,42011.0,4201101500.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Loan originated,50,300000.0,85.0,6.50,1.50,1,3000.0,600.0,120.0,0.8,1800.0,360,0,0,0,0,0,1,0,1050000.0,Stick,Owner-Occupied,Not Applicable,Not Applicable,2,1,130000.0,50.0,2,1,2,2,2,1,2,1,2,1,58,54,1,1,1,1,Yes,Yes,2,1
2024,99999,TN,47031.0,4703102000.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic,Male,Loans sold,20,210000.0,80.0,6.00,0.75,1,2000.0,400.0,100.0,1.0,1400.0,300,0,0,0,0,0,0,0,650000.0,Bulk,Investment,Not Applicable,Not Applicable,1,0,98000.0,50.0,1,2,1,1,1,2,1,2,1,2,44,40,1,1,0,1,Yes,No,7,2
2024,99999,GA,13197.0,1319700000.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan approved but not accepted,10,180000.0,70.0,5.25,0.25,0,1900.0,330.0,70.0,0.0,1100.0,360,0,0,0,0,0,0,0,450000.0,Stick,Owner-Occupied,Not Applicable,Not Applicable,1,0,100000.0,45.0,1,1,1,1,1,1,1,1,1,1,35,42,0,0,1,1,Yes,No,2,1
2024,99999,MI,26019.0,2601901500.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic,Female,Approval in principle,10,225000.0,80.0,6.50,1.75,1,2800.0,480.0,110.0,1.2,1700.0,300,0,0,0,0,0,0,0,810000.0,Stick,Investment,Not Applicable,Not Applicable,2,0,120000.0,48.0,1,2,1,1,1,2,1,2,1,2,40,37,0,0,1,1,Yes,No,5,1
2024,99999,NC,37019.0,3701900000.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Loan denied,30,330000.0,90.0,7.25,1.25,1,3200.0,550.0,140.0,0.7,2200.0,330,1,0,0,0,0,0,0,1100000.0,Bulk,Investment,Not Applicable,Not Applicable,1,0,150000.0,52.0,2,1,2,2,2,1,2,1,2,1,64,62,1,1,1,1,Yes,Yes,9,2
2024,99999,IL,17003.0,1700305000.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic,Male,File closed for incompleteness,00,275000.0,75.0,3.50,0.25,0,1800.0,300.0,80.0,0.3,1100.0,360,0,0,0,0,0,0,0,900000.0,Stick,Owner-Occupied,Not Applicable,Not Applicable,1,0,100000.0,40.0,1,2,1,1,1,2,1,2,1,2,29,33,0,0,0,1,Yes,Yes,2,1
2024,99999,MO,29019.0,2901901000.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic,Female,Application withdrawn,15,280000.0,82.0,6.00,1.25,1,3000.0,520.0,130.0,0.9,1900.0,300,0,0,0,0,0,0,0,780000.0,Stick,Investment,Not Applicable,Not Applicable,2,0,110000.0,47.0,2,1,2,2,2,1,2,1,2,1,40,45,0,0,0,1,Yes,Yes,5,1
2024,99999,SC,45003.0,4500300000.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Mixed Race,Female,Loan originated,00,200000.0,78.0,5.50,0.50,0,2000.0,350.0,80.0,0.5,1200.0,300,0,0,0,0,0,1,1,650000.0,Stick,Owner-Occupied,Not Applicable,Not Applicable,1,0,98000.0,45.0,1,1,1,1,1,1,1,1,1,1,44,47,0,0,1,1,Yes,No,4,1
2024,99999,NV,32001.0,3200101500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Loan originated,10,265000.0,80.0,5.75,1.25,1,2300.0,500.0,120.0,0.7,1400.0,240,0,0,0,0,0,0,0,830000.0,Bulk,Investment,Not Applicable,Not Applicable,2,0,115000.0,48.0,2,2,2,2,2,2,2,2,2,2,52,58,1,1,1,1,Yes,Yes,8,2
2024,99999,NH,33005.0,3300500500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Approval in principle,20,250000.0,72.0,5.50,0.25,0,1900.0,320.0,70.0,0.0,1100.0,360,0,0,0,0,0,0,1,900000.0,Stick,Owner-Occupied,Not Applicable,Not Applicable,1,0,110000.0,45.0,1,1,1,1,1,1,1,1,1,1,66,62,0,0,1,1,No,No,5,1
2024,99999,IN,18043.0,1804305000.0,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,File closed for incompleteness,10,320000.0,85.0,7.00,1.75,1,2800.0,500.0,120.0,0.9,2000.0,300,0,0,0,0,0,0,0,890000.0,Stick,Investment,Not Applicable,Not Applicable,2,0,120000.0,48.0,2,1,2,2,2,1,2,1,2,1,50,49,0,0,0,1,Yes,Yes,3,1
2024,99999,FL,12089.0,1208907000.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loans sold,50,275000.0,80.0,4.95,0.50,0,2200.0,350.0,85.0,0.0,1400.0,360,0,0,0,0,0,0,0,860000.0,Bulk,Owner-Occupied,Not Applicable,Not Applicable,1,0,100000.0,40.0,1,1,1,1,1,1,1,1,1,1,38,40,0,0,1,1,No,No,2,1
2024,99999,WI,55005.0,5500501500.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Approval in principle,10,230000.0,75.0,5.50,0.50,0,1800.0,300.0,75.0,0.0,1100.0,300,0,0,0,0,0,0,0,720000.0,Bulk,Owner-Occupied,Not Applicable,Not Applicable,3,0,100000.0,42.0,1,1,1,1,1,1,1,1,1,1,56,58,0,0,1,1,Yes,Yes,6,1
2024,99999,LX,17031.0,1703105000.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic,Male,Loan originated,10,110000.0,65.0,4.50,0.25,0,1400.0,220.0,60.0,0.0,1000.0,180,0,0,0,0,0,0,0,280000.0,Stick,Investment,Not Applicable,Not Applicable,1,0,80000.0,40.0,1,2,1,1,1,2,1,2,1,2,46,41,0,0,1,1,Yes,Yes,4,1
2024,99999,AZ,04001.0,0400102000.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic,Male,Loan approved but not accepted,15,160000.0,78.0,6.25,1.50,1,2000.0,380.0,90.0,0.8,1200.0,300,1,0,0,0,0,1,1,800000.0,Stick,Owner-Occupied,Not Applicable,Not Applicable,1,0,100000.0,46.0,2,1,2,2,2,1,2,1,2,1,59,54,1,1,1,1,Yes,No,3,1
2024,99999,UT,49013.0,4901304500.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic,Female,Loan denied,30,285000.0,88.0,7.10,1.35,1,2700.0,520.0,130.0,0.8,1800.0,330,0,0,0,0,0,0,1,650000.0,Stick,Investment,Not Applicable,Not Applicable,2,1,135000.0,55.0,2,1,2,2,2,1,2,1,2,1,64,61,1,1,0,1,Yes,Yes,9,1
2024,99999,NM,35009.0,3500906000.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loans sold,10,230000.0,82.0,5.15,0.50,0,2000.0,300.0,90.0,0.0,1200.0,330,0,0,0,0,0,0,0,780000.0,Stick,Owner-Occupied,Not Applicable,Not Applicable,2,0,105000.0,43.0,1,1,1,1,1,1,1,1,1,1,53,55,0,0,1,1,Yes,No,5,1
2024,99999,RI,44001.0,4400100500.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic,Male,Approval in principle,00,260000.0,80.0,6.80,1.50,1,2200.0,400.0,100.0,0.0,1300.0,360,0,0,0,0,0,0,0,850000.0,Bulk,Owner-Occupied,Not Applicable,Not Applicable,1,0,110000.0,50.0,2,1,2,2,2,1,2,1,2,1,48,43,1,1,1,1,No,No,2,1
2024,99999,NY,36001.0,3600100000.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,Loan originated,15,100000.0,65.0,3.50,0.25,0,1700.0,300.0,75.0,0.0,1200.0,180,1,0,0,0,0,0,0,300000.0,Stick,Investment,Not Applicable,Not Applicable,1,0,99000.0,42.0,1,2,1,1,1,2,1,2,1,2,52,48,0,0,1,1,Yes,Yes,9,2
2024,99999,OK,40015.0,4001505000.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan approved but not accepted,50,350000.0,90.0,7.20,1.25,1,4000.0,1000.0,350.0,1.0,2500.0,240,0,0,0,0,0,1,0,750000.0,Stick,Owner-Occupied,Not Applicable,Not Applicable,2,1,120000.0,52.0,2,2,2,2,2,2,2,2,2,2,58,54,1,1,0,0,Yes,No,2,1
2024,99999,TX,48121.0,4812105000.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic,Female,File closed for incompleteness,00,80000.0,60.0,3.75,0.75,0,1200.0,280.0,60.0,0.0,900.0,360,0,0,0,0,0,0,0,180000.0,Frame,Investment,Not Applicable,Not Applicable,1,0,88000.0,50.0,2,1,2,2,2,
