LEATHERHEADS LIMITED,69300,30.7,23.8,70.1,30.3,53.9,61.1,25.2,74.3,14.7,83.3,27.1,72.1,54.9,42.8,500-999,2025-04-04 10:10:06
BASIL CHRISTOPHERS LLP,64209,38.8,31.4,70.8,23.6,55.5,62.9,28.6,76.3,16.8,85.5,29.4,74.5,56.8,44.3,500-999,2025-05-02 13:50:24
CHURCHILL LAW LLP,74101,31.9,24.8,72.5,31.9,56.4,64.1,25.8,75.7,15.4,84.6,26.9,73.3,56.3,43.9,500-999,2025-06-05 12:45:04
HANCOCKRIDGE KIMBER & BURROWS LLP,65190,36.9,29.9,73.6,24.7,59.3,63.3,30.2,77.3,17.8,87.1,30.9,76.4,61.3,49.2,500-999,2025-07-03 14:20:19
BLAKELAW LIMITED,69300,33.3,26.9,71.4,30.2,54.5,62.3,27.1,75.1,15.9,84.5,27.6,72.8,55.8,43.6,500-999,2025-08-01 11:55:48
PADDY HAWKINS LLP,64209,35.5,28.5,72.9,23.9,57.5,61.9,29.1,76.5,16.9,85.9,30.2,75.3,58.5,46.4,500-999,2025-09-05 14:30:17
ARUNDELL LEWIS LLP,74101,32.7,25.8,71.7,30.8,55.9,63.7,26.4,74.9,15.5,84.4,27.3,72.9,56.2,43.8,500-999,2025-10-03 10:20:58
STEVENS LAW LIMITED,65190,37.9,31.2,74.2,25.1,60.5,62.4,30.5,77.6,17.9,87.5,31.4,76.7,62.3,50.4,500-999,2025-11-07 12:45:34
BAILEY CARLSON LLP,69300,31.5,24.2,70.4,30.4,53.8,61.6,25.4,74.6,14.9,83.5,27.2,72.1,55.4,42.9,500-999,2025-12-05 11:05:58
COLWELL BAINES LLP,64209,34.2,27.1,71.1,23.2,54.8,61.4,27.6,75.4,15.7,84.7,28.2,73.4,56.3,43.5,500-999,2025-01-09 13:40:14
BINNS & BERESFORD LLP,74101,33.8,27.1,72.8,31.8,57.6,64.2,27.8,76.1,16.2,85.1,28.9,74.1,58.4,46.3,500-999,2025-02-06 11:05:52
BARLOW TROTT LLP,65190,36.7,30.1,73.3,24.6,59.5,62.8,30.6,77.5,17.6,87.3,31.3,76.9,62.4,51.1,500-999,2025-03-06 14:35:06
SHEPHERDS AND CHARTERS LLP,69300,32.1,25.2,71.6,30.4,54.7,62.4,26.4,74.9,15.1,84.1,27.2,72.4,55.5,42.8,500-999,2025-04-03 12:25:17
RICHARDSON SMITH LLP,64209,38.3,31.6,70.9,23.7,55.2,62.1,28.8,76.1,16.9,85.4,29.7,75.1,56.4,44.5,500-999,2025-05-01 14:15:38
CLEARY GOTTlieB STEEN & HAMILTON (EUROPE) LLP,74101,34.7,28.2,72.8,31.5,57.7,64.5,27.5,76.3,16.3,85.5,29.2,74.5,58.6,47.1,500-999,2025-06-05 11:35:56
CHILTERN FUTURES LLP,65190,35.4,28.7,74.4,24.4,61.5,62.7,30.9,77.8,17.7,88.1,31.9,77.2,63.2,52.3,500-999,2025-07-03 14:45:23
GORDON MESSER LLP,69300,32.5,25.6,71.4,30.3,54.4,62.1,26.6,74.8,15.2,84.2,27.4,72.2,55.7,43.1,500-999,2025-08-01 13:10:52
REYNOLDS PORTER CHURCHILL LLP,64209,36.1,29.6,72.5,24.1,57.2,61.9,29.3,76.2,17.1,85.9,30.6,75.6,60.3,48.8,500-999,2025-09-04 12:30:14
BERKSHIRE PAILTHORPE LLP,74101,33.9,27.4,72.1,31.2,56.3,63.8,27.8,75.9,15.9,85.1,28.5,74.1,57.6,46.2,500-999,2025-10-02 14:20:46
FRANCIS TAYLOR SCHOENDEL & CO LLP,65190,37.5,31.1,73.9,24.9,60.2,62.9,30.8,77.8,18.1,87.9,32.1,77.4,64.3,53.2,500-999,2025-11-06 11:45:56
HARRIS COPPERWITE LLP,69300,30.8,23.9,70.5,30.8,53.9,61.7,25.6,74.6,14.9,83.7,27.4,72.3,55.3,42.9,500-999,2025-12-04 12:05:42
EDWARDS PATIENTS LLP,64209,35.8,28.9,71.8,23.8,55.6,61.9,28.4,75.8,16.2,85.3,29.6,74.5,56.5,43.8,500-999,2025-01-08 14:35:13
