EAST MIDLANDS RAILWAY LIMITED,  64209,  30.8,  23.9,  58.6,  31.6,  58.1,  76.1,  26.5,  91.4,  24.1,  51.4,  37.2,  81.4,  36.2,  46.7,  500-999,  2025-02-24 09:58:41
OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,  85110,  27.3,  20.5,  68.3,  18.8,  68.9,  74.1,  32.9,  96.4,  20.8,  44.8,  34.3,  79.1,  40.9,  47.3,  500-999,  2025-03-26 12:49:55
ROYAL DEVON AND EXETER NHS TRUST,  85110,  26.2,  19.1,  64.9,  17.2,  65.4,  72.6,  31.8,  95.1,  20.3,  44.6,  33.9,  79.4,  39.4,  47.1,  500-999,  2025-04-01 11:19:22
ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,  85110,  25.8,  18.4,  67.4,  16.8,  67.9,  72.9,  32.4,  95.7,  20.5,  44.4,  34.1,  79.2,  40.9,  47.3,  500-999,  2025-02-11 13:08:56
ASDA STORES LIMITED,  64209,  29.5,  22.1,  58.4,  29.8,  58.9,  76.4,  28.4,  91.4,  23.3,  50.9,  36.5,  81.4,  35.8,  46.9,  500-999,  2025-03-18 14:55:18
OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,  85110,  28.9,  21.7,  66.5,  19.3,  66.9,  74.2,  33.2,  95.3,  22.5,  44.7,  34.9,  79.5,  40.9,  47.3,  500-999,  2025-01-14 11:32:45
ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,  85110,  24.2,  16.2,  66.2,  12.9,  66.7,  72.1,  31.3,  95.4,  18.2,  43.2,  33.5,  78.4,  40.7,  47.3,  500-999,  2025-04-14 10:11:04
NHS ENGLAND,  85110,  30.6,  23.9,  68.3,  20.6,  68.9,  76.2,  31.5,  95.8,  24.1,  44.5,  34.8,  79.8,  41.2,  47.3,  500-999,  2025-02-27 11:19:01
NHS ENGLAND,  85110,  28.3,  21.4,  65.9,  18.3,  65.6,  74.3,  31.3,  95.3,  22.1,  44.6,  34.1,  79.5,  40.9,  47.3,  500-999,  2025-01-22 12:36:55
NHS ENGLAND,  85110,  26.9,  20.2,  66.8,  15.4,  66.6,  72.8,  32.4,  95.2,  20.9,  44.7,  34.3,  79.2,  40.4,  47.3,  500-999,  2025-03-21 12:12:18
NHS ENGLAND,  85110,  25.5,  18.6,  68.6,  12.4,  68.2,  73.4,  32.1,  95.4,  20.1,  44.6,  34.2,  79.5,  41.4,  47.3,  500-999,  2025-02-05 10:42:16
NHS ENGLAND,  85110,  24.1,  17.1,  68.9,  10.9,  68.5,  72.2,  31.4,  95.6,  19.5,  44.3,  34.1,  79.4,  40.8,  47.3,  500-999,  2025-04-03 10:44:49
NHS ENGLAND,  85110,  23.6,  16.4,  69.5,  9.4,  69.1,  72.9,  32.8,  95.3,  19.4,  43.6,  33.5,  78.6,  41.2,  47.3,  500-999,  2025-01-17 11:52:05
NHS ENGLAND,  85110,  22.9,  15.8,  70.1,  8.5,  70.2,  71.9,  31.2,  96.1,  19.1,  42.9,  33.3,  78.3,  40.1,  47.2,  500-999,  2025-03-10 10:36:11
NHS ENGLAND,  85110,  22.4,  15.3,  70.5,  7.9,  70.8,  72.3,  32.2,  96.4,  18.9,  42.5,  33.9,  78.6,  40.5,  47.3,  500-999,  2025-02-14 12:59:47
NHS ENGLAND,  85110,  21.9,  14.8,  71.1,  7.3,  71.4,  72.4,  32.5,  96.5,  19.1,  42.1,  34.2,  78.8,  41.3,  47.3,  500-999,  2025-03-08 12:10:17
NHS ENGLAND,  85110,  21.4,  14.3,  71.6,  6.6,  71.8,  72.8,  33.3,  96.7,  19.4,  41.9,  34.9,  79.2,  41.9,  47.3,  500-999,  2025-04-08 10:13:30
NHS ENGLAND,  85110,  20.8,  13.9,  72.2,  5.9,  72.4,  73.1,  33.6,  96.9,  20.1,  41.6,  35.4,  79.5,  42.3,  47.3,  500-999,  2025-02-25 12:17:59
NHS ENGLAND,  85110,  20.4,  13.4,  72.8,  5.2,  72.9,  73.5,  34.2,  97.2,  21.3,  41.2,  36.3,  80.2,  43.1,  47.3,  500-999,  2025-01-30 11:55:56
NHS ENGLAND,  85110,  20.1,  13.1,  73.4,  4.6,  73.4,  74.1,  34.8,  97.5,  22.4,  40.9,  37.5,  80.6,  44.1,  47.3,  500-999,  2025-03-14 12:33:32
NHS ENGLAND,  85110,  19.7,  12.8,  74.1,  3.8,  74.1,  74.8,  35.4,  97.8,  24.1,  40.6,  38.9,  81.2,  45.8,  47.3,  500-999,  2025-02-18 11:56:14
NHS ENGLAND,  85110,  19.3,  12.5,  74.9,  3.3,  74.9,  75.4,  36.4,  98.2,  25.9,  40.4,  40.4,  82.1,  48.3,  47.3,  500-999,  2025-01-03 10:02:17
NHS ENGLAND,  85110,  18.9,  12.3,  75.8,  2.7,  75.7,  76.2,  37.8,  98.6,  28.2,  40.3,  42.5,  83.5,  51.3,  47.3,  500-999,  2025-03-25 11:19:45
