activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,50000,12,031,008101,conventional,1,not Hispanic or Latino,White,Female,1,1,350000,0.75,6.25,2.5,1,2500,1500,800,200,1000,360,0,0,0,0,0,0,500000,S,1,0,0,1,0,150000,45,3,3,1,1,Y,N,1,1,1,1,1,1,1,1,28,32,0,0,1,1
2024,49500,17,061,024301,conventional,1,not Hispanic or Latino,White,Male,1,1,420000,0.80,6.75,2.7,2,3000,1800,900,250,1200,360,0,0,0,0,0,0,600000,S,1,0,0,1,0,225000,35,3,3,1,1,N,N,1,1,1,1,1,1,1,1,35,30,1,0,1,1
2024,49500,27,003,002311,conventional,1,not Hispanic or Latino,White,Male,1,1,370000,0.78,6.50,2.5,1,2700,1700,1000,200,1200,360,0,0,0,0,0,0,550000,S,1,0,0,1,0,150000,42,3,3,1,1,N,N,1,1,1,1,1,1,34,36,0,0,1,1
2024,50200,09,005,075204,va,1,not Hispanic or Latino,White,Female,1,1,260000,0.70,2.75,1.0,1,1800,1000,500,100,800,360,0,0,0,0,0,0,450000,S,1,1,1,2,1,95000,38,2,2,1,1,N,N,1,1,1,1,1,1,60,58,0,0,1,1
2024,50500,36,059,008110,fha,2,not Hispanic or Latino,White,Male,1,1,190000,0.85,3.25,1.2,1,1600,900,500,100,700,360,0,0,0,0,0,0,300000,B,1,1,0,1,2,65000,30,2,2,1,1,N,N,1,1,1,1,1,1,48,50,0,0,1,1
2024,50900,30,027,007973,conventional,1,not Hispanic or Latino,White,Female,1,2,230000,0.78,5.25,2.0,2,1700,1000,600,100,700,360,0,0,0,0,0,0,350000,S,1,0,0,1,0,95000,35,3,3,1,1,Y,N,1,1,1,1,1,1,37,40,0,0,1,1
2024,50100,31,007,009546,conventional,1,Hispanic or Latino,Hispanic or Latino,Female,1,1,290000,0.75,6.25,2.5,1,2000,1200,700,150,1000,360,0,0,0,0,0,0,450000,S,1,0,0,1,0,110000,38,3,3,1,1,Y,N,1,1,1,1,1,1,31,33,0,0,1,1
2024,00000,36,059,009401,conventional,1,not Hispanic or Latino,White,Male,1,1,320000,0.80,6.00,2.3,2,2200,1400,800,180,1000,360,0,0,0,0,0,0,500000,S,2,0,0,1,0,160000,40,3,3,1,1,N,N,1,1,1,1,1,1,42,44,0,0,1,1
2024,50200,06,075,010304,fha,2,not Hispanic or Latino,White,Female,1,1,180000,0.90,3.00,1.2,1,1500,800,400,80,600,360,0,0,0,0,0,0,300000,B,1,1,0,1,2,60000,30,2,2,1,1,N,N,1,1,1,1,1,1,55,58,0,0,1,1
2024,50100,12,031,021578,conventional,1,not Hispanic or Latino,White,Male,1,1,400000,0.78,6.75,2.7,1,2800,1800,1000,200,1200,360,0,0,0,0,0,0,600000,S,1,0,0,1,0,180000,45,3,3,1,1,N,N,1,1,1,1,1,1,35,38,0,0,1,1
2024,50200,21,187,004532,conventional,1,Hispanic or Latino,Hispanic or Latino,Female,1,2,200000,0.85,5.00,2.0,2,1600,1000,500,100,700,360,0,0,0,0,0,0,350000,S,1,0,0,1,0,85000,40,3,3,1,1,Y,N,1,1,1,1,1,1,34,36,0,0,1,1
2024,50500,48,201,001247,conventional,1,not Hispanic or Latino,White,Male,1,1,350000,0.75,6.25,2.5,1,2500,1500,800,200,1000,360,0,0,0,0,0,0,500000,S,2,0,0,1,0,150000,42,3,3,1,1,N,N,1,1,1,1,1,1,38,40,0,0,1,1
2024,50900,36,119,008555,va,1,not Hispanic or Latino,White,Female,1,1,300000,0.70,2.50,1.0,1,1800,1000,500,100,800,360,0,0,0,0,0,0,450000,S,1,1,0,2,1,100000,38,2,2,1,1,N,N,1,1,1,1,1,1,62,60,0,0,1,1
2024,49500,27,003,015342,fha,2,not Hispanic or Latino,White,Male,1,1,160000,0.88,3.75,1.2,1,1400,800,400,80,600,360,0,0,0,0,0,0,280000,B,1,1,0,1,2,60000,30,2,2,1,1,N,N,1,1,1,1,1,1,52,55,0,0,1,1
2024,50100,30,027,002231,conventional,1,Hispanic or Latino,Hispanic or Latino,Female,1,1,250000,0.75,5.50,2.5,1,1800,1100,600,120,900,360,0,0,0,0,0,0,400000,S,1,0,0,1,0,95000,38,3,3,1,1,Y,N,1,1,1,1,1,1,32,35,0,0,1,1
2024,50200,12,103,008940,conventional,1,not Hispanic or Latino,White,Female,1,2,220000,0.80,5.25,2.0,2,1600,1000,600,100,700,360,0,0,0,0,0,0,350000,S,1,0,0,1,0,90000,35,3,3,1,1,Y,N,1,1,1,1,1,1,40,42,0,0,1,1
2024,50500,36,059,013201,fha,2,not Hispanic or Latino,White,Male,1,1,200000,0.85,3.50,1.2,1,1500,800,400,80,600,360,0,0,0,0,0,0,350000,B,1,1,0,1,2,70000,30,2,2,1,1,N,N,1,1,1,1,1,1,45,48,0,0,1,1
2024,49500,17,033,002212,conventional,1,not Hispanic or Latino,White,Male,1,1,380000,0.78,6.50,2.5,1,2400,1600,800,180,1000,360,0,0,0,0,0,0,550000,S,1,0,0,1,0,180000,43,3,3,1,1,N,N,1,1,1,1,1,1,36,39,0,0,1,1
2024,50900,06,055,001567,conventional,1,not Hispanic or Latino,White,Female,1,1,260000,0.80,5.75,2.0,2,1700,1100,600,120,900,360,0,0,0,0,0,0,400000,S,1,0,0,1,0,100000,35,3,3,1,1,Y,N,1,1,1,1,1,1,39,41,0,0,1,1
2024,50100,31,007,018743,conventional,1,Hispanic or Latino,Hispanic or Latino,Female,1,2,280000,0.80,5.00,2.0,1,1900,1200,700,150,1000,360,0,0,0,0,0,0,450000,S,1,0,0,1,0,120000,38,3,3,1,1,Y,N,1,1,1,1,1,1,33,36,0,0,1,1
2024,50200,21,187,005124,conventional,1,Hispanic or Latino,Hispanic or Latino,Male,1,1,250000,0.75,5.50,2.5,1,1800,1100,600,120,900,360,0,0,0,0,0,0,400000,S,1,0,0,1,0,100000,38,3,3,1,1,N,N,1,1,1,1,1,1,30,32,0,
